file_path,label,split
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00054.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00055.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00056.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00057.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00058.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00059.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00060.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00061.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00062.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00063.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00064.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00065.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00066.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00067.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00068.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00069.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00070.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00071.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00072.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00073.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00074.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00075.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00076.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00077.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00078.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00079.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00080.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00081.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00082.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00083.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00084.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00085.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00086.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00087.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00088.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00089.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00090.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00091.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00092.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00093.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00094.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00095.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00096.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00097.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00098.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00099.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00100.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00101.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00102.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00103.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00104.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00105.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00106.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00107.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00108.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00109.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00110.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00111.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00112.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00113.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00114.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00115.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00116.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00117.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00118.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00119.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00120.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00121.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00122.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00123.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00124.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00125.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00126.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00127.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00128.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00129.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00130.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00131.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00132.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00133.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00134.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00135.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00136.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00137.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00138.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00139.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00140.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00141.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00142.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00143.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00144.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00145.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00146.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00147.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00148.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00149.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00150.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00151.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00152.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00153.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00154.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00155.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00156.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00157.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00158.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00159.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00160.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00161.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00162.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00163.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00164.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00165.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00166.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00167.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00168.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00169.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00170.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00171.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00172.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00173.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00174.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00175.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00176.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00177.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00178.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00179.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00180.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00181.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00182.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00183.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00184.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00185.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00186.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00187.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00188.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00189.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00190.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00191.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00192.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00193.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00194.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00195.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00196.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00197.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00198.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00199.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00200.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00201.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00202.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00203.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00204.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00205.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00206.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00207.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00208.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00209.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00210.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00211.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00212.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00213.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00214.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00215.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00216.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00217.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00218.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00219.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00220.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00221.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00222.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00223.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00224.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00225.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00226.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00227.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00228.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00229.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00230.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00231.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00232.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00233.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00234.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00235.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00236.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00237.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00238.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00239.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00240.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00241.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00242.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00243.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00244.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00245.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00246.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00247.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00248.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00249.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00250.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00251.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00252.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00253.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00254.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00255.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00256.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00257.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00258.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00259.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00260.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00261.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00262.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00263.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00264.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00265.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00266.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00267.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00268.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00269.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00270.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00271.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00272.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\dry\dry_train_00273.jpg,dry,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00274.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00275.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00276.jpg,normal,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\oily\oily_train_00277.jpg,oily,train
C:\DATN\skin-ai-project\ai\data\processed\skin_type\train\normal\normal_train_00278.jpg,normal,train
