file_path,label,split
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00033.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00034.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00035.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00036.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00037.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00038.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00039.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00040.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00041.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00042.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00043.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00044.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rosacea\rosacea_train_00045.jpg,rosacea,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\dermatitis\dermatitis_train_00046.jpg,dermatitis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\dermatitis\dermatitis_train_00047.jpg,dermatitis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00048.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00049.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00050.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00051.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00052.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00053.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00054.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00055.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00056.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00057.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00058.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00059.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00060.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00061.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00062.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00063.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00064.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00065.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00066.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00067.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00068.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00069.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00070.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00071.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00072.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00073.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00074.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00075.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00076.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00077.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00078.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00079.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00080.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00081.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rosacea\rosacea_train_00082.jpg,rosacea,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00083.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00084.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00085.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00086.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00087.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00088.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00089.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00090.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00091.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00092.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00093.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00094.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00095.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00096.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00097.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00098.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00099.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rosacea\rosacea_train_00100.jpg,rosacea,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00101.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00102.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00103.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00104.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00105.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00106.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00107.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00108.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00109.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00110.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00111.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00112.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00113.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00114.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00115.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00116.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rosacea\rosacea_train_00117.jpg,rosacea,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\dermatitis\dermatitis_train_00118.jpg,dermatitis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00119.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\dermatitis\dermatitis_train_00120.jpg,dermatitis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00121.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00122.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00123.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00124.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00125.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00126.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\dermatitis\dermatitis_train_00127.jpg,dermatitis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00128.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00129.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00130.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00131.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rosacea\rosacea_train_00132.jpg,rosacea,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00133.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00134.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00135.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00136.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00137.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00138.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00139.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\dermatitis\dermatitis_train_00140.jpg,dermatitis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00141.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00142.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00143.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00144.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00145.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00146.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00147.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00148.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00149.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00150.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00151.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00152.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00153.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00154.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00155.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00156.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00157.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00158.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rosacea\rosacea_train_00159.jpg,rosacea,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00160.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00161.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00162.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00163.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00164.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00165.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\dermatitis\dermatitis_train_00166.jpg,dermatitis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00167.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00168.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00169.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00170.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00171.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00172.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00173.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00174.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00175.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00176.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00177.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00178.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00179.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00180.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rosacea\rosacea_train_00181.jpg,rosacea,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00182.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00183.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00184.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00185.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00186.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00187.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00188.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\dermatitis\dermatitis_train_00189.jpg,dermatitis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00190.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00191.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00192.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00193.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00194.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00195.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00196.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00197.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00198.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00199.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00200.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00201.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00202.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00203.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00204.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00205.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00206.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00207.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00208.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00209.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00210.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00211.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00212.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00213.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00214.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00215.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00216.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00217.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00218.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rosacea\rosacea_train_00219.jpg,rosacea,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00220.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00221.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00222.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00223.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00224.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00225.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00226.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00227.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\dermatitis\dermatitis_train_00228.jpg,dermatitis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00229.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\rashes\rashes_train_00230.jpg,rashes,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00231.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00232.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00233.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00234.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00235.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00236.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00237.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00238.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00239.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00240.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00241.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00242.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00243.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00244.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00245.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\healthy\healthy_train_00246.jpg,healthy,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\psoriasis\psoriasis_train_00247.jpg,psoriasis,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\acne\acne_train_00248.jpg,acne,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00249.jpg,eczema,train
C:\DATN\skin-ai-project\ai\data\processed\skin_issues\train\eczema\eczema_train_00250.jpg,eczema,train
